query,query_time,rows_examined,joins
SUM transactions (simulated missing index),0.08688865711042876,250188,1
SUM transactions (simulated missing index),0.10417343860533897,250188,1
SUM transactions (simulated missing index),0.0910189412599353,250188,1
SUM transactions (simulated missing index),0.08386770412681784,250188,1
SUM transactions (simulated missing index),0.09134710147355135,250188,1
SUM transactions (simulated missing index),0.10065122212327987,250188,1
SUM transactions (simulated missing index),0.07687823939538546,250188,1
SUM transactions (simulated missing index),0.0760576198134154,250188,1
SUM transactions (simulated missing index),0.11076372332083119,250188,1
SUM transactions (simulated missing index),0.11371600320452013,250188,1
SUM transactions (simulated missing index),0.09620961013901362,250188,1
SUM transactions (simulated missing index),0.10127456941059555,250188,1
SUM transactions (simulated missing index),0.10366079228841249,250188,1
SUM transactions (simulated missing index),0.14305132444059282,250188,1
SUM transactions (simulated missing index),0.09153762487635513,250188,1
SUM transactions (simulated missing index),0.08790922421933152,250188,1
SUM transactions (simulated missing index),0.0952204988226622,250188,1
SUM transactions (simulated missing index),0.11541545149847289,250188,1
SUM transactions (simulated missing index),0.09095923027890819,250188,1
SUM transactions (simulated missing index),0.0980614879177325,250188,1
SUM transactions (simulated missing index),0.12467597486700589,250188,1
SUM transactions (simulated missing index),0.11579080019140198,250188,1
SUM transactions (simulated missing index),0.09628071272983327,250188,1
SUM transactions (simulated missing index),0.12895599344313644,250188,1
SUM transactions (simulated missing index),0.10432158091684783,250188,1
SUM transactions (simulated missing index),0.13148215150875864,250188,1
SUM transactions (simulated missing index),0.0885980889015876,250188,1
SUM transactions (simulated missing index),0.11534659021307206,250188,1
SUM transactions (simulated missing index),0.1027028321832201,250188,1
SUM transactions (simulated missing index),0.0962251169922651,250188,1
SUM transactions (simulated missing index),0.104273046267344,250188,1
SUM transactions (simulated missing index),0.0769380442071078,250188,1
SUM transactions (simulated missing index),0.09210097068255516,250188,1
SUM transactions (simulated missing index),0.10028798478664241,250188,1
SUM transactions (simulated missing index),0.10379619288243622,250188,1
SUM transactions (simulated missing index),0.09200324646133765,250188,1
SUM transactions (simulated missing index),0.11415315706064996,250188,1
SUM transactions (simulated missing index),0.07956765473228605,250188,1
SUM transactions (simulated missing index),0.0788394985684877,250188,1
SUM transactions (simulated missing index),0.10616835091152961,250188,1
SUM transactions (simulated missing index),0.09737619072682718,250188,1
SUM transactions (simulated missing index),0.07707868409898395,250188,1
SUM transactions (simulated missing index),0.08918899539015104,250188,1
SUM transactions (simulated missing index),0.07623489419414305,250188,1
SUM transactions (simulated missing index),0.10094861661912309,250188,1
SUM transactions (simulated missing index),0.11024202545681673,250188,1
SUM transactions (simulated missing index),0.09187736503253915,250188,1
SUM transactions (simulated missing index),0.08985936161511289,250188,1
SUM transactions (simulated missing index),0.1002274601228899,250188,1
SUM transactions (simulated missing index),0.10040789897769217,250188,1
SUM transactions (simulated missing index),0.09077170674318363,250188,1
SUM transactions (simulated missing index),0.10168223192994968,250188,1
SUM transactions (simulated missing index),0.08315977075500489,250188,1
SUM transactions (simulated missing index),0.08744330125029065,250188,1
SUM transactions (simulated missing index),0.07737355734410341,250188,1
SUM transactions (simulated missing index),0.08606358080951966,250188,1
SUM transactions (simulated missing index),0.0965122171301313,250188,1
SUM transactions (simulated missing index),0.11011145359077558,250188,1
SUM transactions (simulated missing index),0.11000400812658064,250188,1
SUM transactions (simulated missing index),0.08933958533696326,250188,1
SUM transactions (simulated missing index),0.10998288074607143,250188,1
SUM transactions (simulated missing index),0.0963485239018716,250188,1
SUM transactions (simulated missing index),0.10471335910438577,250188,1
SUM transactions (simulated missing index),0.08557010993818616,250188,1
SUM transactions (simulated missing index),0.08408832109778143,250188,1
SUM transactions (simulated missing index),0.09562444812000359,250188,1
SUM transactions (simulated missing index),0.10270112522561624,250188,1
SUM transactions (simulated missing index),0.1057623769577467,250188,1
SUM transactions (simulated missing index),0.07967927494324907,250188,1
SUM transactions (simulated missing index),0.09961564366212605,250188,1
SUM transactions (simulated missing index),0.09918429262654287,250188,1
SUM transactions (simulated missing index),0.07355578781148114,250188,1
SUM transactions (simulated missing index),0.09171330295499343,250188,1
SUM transactions (simulated missing index),0.08205572029556864,250188,1
SUM transactions (simulated missing index),0.08842538351481541,250188,1
SUM transactions (simulated missing index),0.08086347845864007,250188,1
SUM transactions (simulated missing index),0.09424752561315047,250188,1
SUM transactions (simulated missing index),0.08561259892138288,250188,1
SUM transactions (simulated missing index),0.10916943933868994,250188,1
SUM transactions (simulated missing index),0.11142990884360524,250188,1
SUM transactions (simulated missing index),0.0761094620945342,250188,1
SUM transactions (simulated missing index),0.10500119465248667,250188,1
SUM transactions (simulated missing index),0.08507197505250504,250188,1
SUM transactions (simulated missing index),0.0796988914158349,250188,1
SUM transactions (simulated missing index),0.10631647073411939,250188,1
SUM transactions (simulated missing index),0.091016484654482,250188,1
SUM transactions (simulated missing index),0.09366963781226019,250188,1
SUM transactions (simulated missing index),0.09893193592346754,250188,1
SUM transactions (simulated missing index),0.10048994157940472,250188,1
SUM transactions (simulated missing index),0.0979435973405146,250188,1
SUM transactions (simulated missing index),0.1089844262416424,250188,1
SUM transactions (simulated missing index),0.10424625358595911,250188,1
SUM transactions (simulated missing index),0.11926714687704446,250188,1
SUM transactions (simulated missing index),0.12409630767292687,250188,1
SUM transactions (simulated missing index),0.1244238611757116,250188,1
SUM transactions (simulated missing index),0.10656128591068037,250188,1
SUM transactions (simulated missing index),0.14659568247585011,250188,1
SUM transactions (simulated missing index),0.1281063449501389,250188,1
SUM transactions (simulated missing index),0.16034679208218108,250188,1
SUM transactions (simulated missing index),0.11088474343829166,250188,1
SUM transactions (simulated missing index),0.1638053869944518,250188,1
SUM transactions (simulated missing index),0.09689369340628355,250188,1
SUM transactions (simulated missing index),0.13030626820859753,250188,1
SUM transactions (simulated missing index),0.11767769657253975,250188,1
SUM transactions (simulated missing index),0.11611835656742453,250188,1
SUM transactions (simulated missing index),0.10636772705986333,250188,1
SUM transactions (simulated missing index),0.10505393307100747,250188,1
SUM transactions (simulated missing index),0.1286029680192367,250188,1
SUM transactions (simulated missing index),0.11939632387337965,250188,1
SUM transactions (simulated missing index),0.10248314577767016,250188,1
SUM transactions (simulated missing index),0.12798892810217988,250188,1
SUM transactions (simulated missing index),0.10870598275466539,250188,1
SUM transactions (simulated missing index),0.11989234861569666,250188,1
SUM transactions (simulated missing index),0.10497110825110442,250188,1
SUM transactions (simulated missing index),0.09249367173831005,250188,1
SUM transactions (simulated missing index),0.11659462068323045,250188,1
SUM transactions (simulated missing index),0.08909449681149216,250188,1
SUM transactions (simulated missing index),0.10053052020602309,250188,1
SUM transactions (simulated missing index),0.09033186331959683,250188,1
SUM transactions (simulated missing index),0.10784277221642279,250188,1
SUM transactions (simulated missing index),0.08126894955218564,250188,1
SUM transactions (simulated missing index),0.10319417435034084,250188,1
SUM transactions (simulated missing index),0.08913855232423638,250188,1
SUM transactions (simulated missing index),0.08630639042674372,250188,1
SUM transactions (simulated missing index),0.08082417398483414,250188,1
SUM transactions (simulated missing index),0.08713836383002534,250188,1
SUM transactions (simulated missing index),0.09025866273530019,250188,1
SUM transactions (simulated missing index),0.07700245315494296,250188,1
SUM transactions (simulated missing index),0.08159669326088237,250188,1
SUM transactions (simulated missing index),0.10787043740190008,250188,1
SUM transactions (simulated missing index),0.10708504387139572,250188,1
SUM transactions (simulated missing index),0.08723651068361521,250188,1
SUM transactions (simulated missing index),0.09861324711298285,250188,1
SUM transactions (simulated missing index),0.08806682311703407,250188,1
SUM transactions (simulated missing index),0.10929223672895545,250188,1
SUM transactions (simulated missing index),0.10637710620498989,250188,1
SUM transactions (simulated missing index),0.09257153902139402,250188,1
SUM transactions (simulated missing index),0.09881053419368742,250188,1
SUM transactions (simulated missing index),0.0769943883145813,250188,1
SUM transactions (simulated missing index),0.09575451667381105,250188,1
SUM transactions (simulated missing index),0.11200148891475008,250188,1
SUM transactions (simulated missing index),0.10839064576046967,250188,1
SUM transactions (simulated missing index),0.10470034544550351,250188,1
SUM transactions (simulated missing index),0.10194887228270877,250188,1
SUM transactions (simulated missing index),0.10483219975138587,250188,1
SUM transactions (simulated missing index),0.10932810054038393,250188,1
SUM transactions (simulated missing index),0.09318117903918613,250188,1
SUM transactions (simulated missing index),0.08045525465176308,250188,1
SUM transactions (simulated missing index),0.09380543469565839,250188,1
SUM transactions (simulated missing index),0.08624503488533186,250188,1
SUM transactions (simulated missing index),0.11165552477594558,250188,1
SUM transactions (simulated missing index),0.10704830928962943,250188,1
SUM transactions (simulated missing index),0.10276663267306563,250188,1
SUM transactions (simulated missing index),0.08116660943819817,250188,1
SUM transactions (simulated missing index),0.10603864182615676,250188,1
SUM transactions (simulated missing index),0.08990060746585102,250188,1
SUM transactions (simulated missing index),0.09598223660607871,250188,1
SUM transactions (simulated missing index),0.10203108915233437,250188,1
SUM transactions (simulated missing index),0.09185721792952675,250188,1
SUM transactions (simulated missing index),0.07809682564038546,250188,1
SUM transactions (simulated missing index),0.0802500899334934,250188,1
SUM transactions (simulated missing index),0.08167265944484561,250188,1
SUM transactions (simulated missing index),0.0943194151735907,250188,1
SUM transactions (simulated missing index),0.08938397999203564,250188,1
SUM transactions (simulated missing index),0.0781132178487215,250188,1
SUM transactions (simulated missing index),0.08018167936942755,250188,1
SUM transactions (simulated missing index),0.07546125636932909,250188,1
SUM transactions (simulated missing index),0.09026072070127258,250188,1
SUM transactions (simulated missing index),0.10456842357316186,250188,1
SUM transactions (simulated missing index),0.09948761477505431,250188,1
SUM transactions (simulated missing index),0.0961162753447555,250188,1
SUM transactions (simulated missing index),0.10872783200180398,250188,1
SUM transactions (simulated missing index),0.11075351303262024,250188,1
SUM transactions (simulated missing index),0.08450460178964142,250188,1
SUM transactions (simulated missing index),0.07834663967029551,250188,1
SUM transactions (simulated missing index),0.1036184176896679,250188,1
SUM transactions (simulated missing index),0.08638791054476527,250188,1
SUM transactions (simulated missing index),0.08635566250283255,250188,1
SUM transactions (simulated missing index),0.09342805142253467,250188,1
SUM transactions (simulated missing index),0.10440966123020662,250188,1
SUM transactions (simulated missing index),0.0949319436053713,250188,1
SUM transactions (simulated missing index),0.09288125171721572,250188,1
SUM transactions (simulated missing index),0.09098563001408833,250188,1
SUM transactions (simulated missing index),0.09523838874712331,250188,1
SUM transactions (simulated missing index),0.09249311802595521,250188,1
SUM transactions (simulated missing index),0.09073175593024588,250188,1
SUM transactions (simulated missing index),0.07870822139631836,250188,1
SUM transactions (simulated missing index),0.0890049025205207,250188,1
SUM transactions (simulated missing index),0.10761739521973014,250188,1
SUM transactions (simulated missing index),0.08538665406269838,250188,1
SUM transactions (simulated missing index),0.08832043879158906,250188,1
SUM transactions (simulated missing index),0.1075808068557412,250188,1
SUM transactions (simulated missing index),0.11206715998624839,250188,1
SUM transactions (simulated missing index),0.09364445067440375,250188,1
SUM transactions (simulated missing index),0.11737584326100708,250188,1
SUM transactions (simulated missing index),0.08678938811366249,250188,1
SUM transactions (simulated missing index),0.09078282305364946,250188,1
SUM transactions (simulated missing index),0.1280816369777879,250188,1
SUM transactions (simulated missing index),0.14699058662192266,250188,1
SUM transactions (simulated missing index),0.1193955809675822,250188,1
SUM transactions (simulated missing index),0.11665682225714284,250188,1
SUM transactions (simulated missing index),0.10543723389239908,250188,1
SUM transactions (simulated missing index),0.11892283347973313,250188,1
SUM transactions (simulated missing index),0.09296608835102062,250188,1
SUM transactions (simulated missing index),0.09624775680104747,250188,1
SUM transactions (simulated missing index),0.09638442617703968,250188,1
SUM transactions (simulated missing index),0.08205533340584124,250188,1
SUM transactions (simulated missing index),0.08784650694020722,250188,1
SUM transactions (simulated missing index),0.116962620653092,250188,1
SUM transactions (simulated missing index),0.10729414347562641,250188,1
SUM transactions (simulated missing index),0.09350036534092393,250188,1
SUM transactions (simulated missing index),0.081860187729187,250188,1
SUM transactions (simulated missing index),0.08526197254644316,250188,1
SUM transactions (simulated missing index),0.09341813247203898,250188,1
SUM transactions (simulated missing index),0.09279463897536404,250188,1
SUM transactions (simulated missing index),0.09913312119080851,250188,1
SUM transactions (simulated missing index),0.10074972684526562,250188,1
SUM transactions (simulated missing index),0.10401757918842836,250188,1
SUM transactions (simulated missing index),0.10898655828504443,250188,1
SUM transactions (simulated missing index),0.12368465904631441,250188,1
SUM transactions (simulated missing index),0.08640149676710877,250188,1
SUM transactions (simulated missing index),0.14345644338766148,250188,1
SUM transactions (simulated missing index),0.12833299296730494,250188,1
SUM transactions (simulated missing index),0.12929625920889215,250188,1
SUM transactions (simulated missing index),0.11207941523053454,250188,1
SUM transactions (simulated missing index),0.1124475956267058,250188,1
SUM transactions (simulated missing index),0.13732204606521817,250188,1
SUM transactions (simulated missing index),0.16149446141973625,250188,1
SUM transactions (simulated missing index),0.12766961743978386,250188,1
SUM transactions (simulated missing index),0.1449596511425952,250188,1
SUM transactions (simulated missing index),0.11719329911460769,250188,1
SUM transactions (simulated missing index),0.09555196452602371,250188,1
SUM transactions (simulated missing index),0.13153190674920295,250188,1
SUM transactions (simulated missing index),0.09341896619257266,250188,1
SUM transactions (simulated missing index),0.0954911880530921,250188,1
SUM transactions (simulated missing index),0.08365523809900541,250188,1
SUM transactions (simulated missing index),0.08075626876356858,250188,1
SUM transactions (simulated missing index),0.08304312666261679,250188,1
SUM transactions (simulated missing index),0.08509099325992787,250188,1
SUM transactions (simulated missing index),0.08261849140014915,250188,1
SUM transactions (simulated missing index),0.09808972174051246,250188,1
SUM transactions (simulated missing index),0.08698986756078801,250188,1
SUM transactions (simulated missing index),0.1190816772079462,250188,1
SUM transactions (simulated missing index),0.08438320973159535,250188,1
SUM transactions (simulated missing index),0.09400157123360023,250188,1
SUM transactions (simulated missing index),0.08858959548517403,250188,1
SUM transactions (simulated missing index),0.10925082025714804,250188,1
SUM transactions (simulated missing index),0.10443537478259327,250188,1
SUM transactions (simulated missing index),0.1085910430557441,250188,1
SUM transactions (simulated missing index),0.08662751203834794,250188,1
SUM transactions (simulated missing index),0.08924581081648265,250188,1
SUM transactions (simulated missing index),0.1083906339546283,250188,1
SUM transactions (simulated missing index),0.09333282069661472,250188,1
SUM transactions (simulated missing index),0.09714331506767789,250188,1
SUM transactions (simulated missing index),0.11070620904333592,250188,1
SUM transactions (simulated missing index),0.08937836648134695,250188,1
SUM transactions (simulated missing index),0.07655708817315347,250188,1
SUM transactions (simulated missing index),0.07536030373390896,250188,1
SUM transactions (simulated missing index),0.09885373389976149,250188,1
SUM transactions (simulated missing index),0.08204144024134259,250188,1
SUM transactions (simulated missing index),0.08226802864251405,250188,1
SUM transactions (simulated missing index),0.07889739149691768,250188,1
SUM transactions (simulated missing index),0.08096874308184757,250188,1
SUM transactions (simulated missing index),0.08913125363444427,250188,1
SUM transactions (simulated missing index),0.10559549963061679,250188,1
SUM transactions (simulated missing index),0.08730823740206027,250188,1
SUM transactions (simulated missing index),0.08105289843057699,250188,1
SUM transactions (simulated missing index),0.07432020517932891,250188,1
SUM transactions (simulated missing index),0.09415631335859563,250188,1
SUM transactions (simulated missing index),0.0894252472556471,250188,1
SUM transactions (simulated missing index),0.0789693971118931,250188,1
SUM transactions (simulated missing index),0.08853688749395772,250188,1
SUM transactions (simulated missing index),0.09056634111132719,250188,1
SUM transactions (simulated missing index),0.09484220556202023,250188,1
SUM transactions (simulated missing index),0.10481309012307849,250188,1
SUM transactions (simulated missing index),0.09843026429779199,250188,1
SUM transactions (simulated missing index),0.09425183621755914,250188,1
SUM transactions (simulated missing index),0.09945516718622434,250188,1
SUM transactions (simulated missing index),0.11410577137898312,250188,1
SUM transactions (simulated missing index),0.10968704958388986,250188,1
SUM transactions (simulated missing index),0.09302147366641081,250188,1
SUM transactions (simulated missing index),0.10711781992071787,250188,1
SUM transactions (simulated missing index),0.10364945570808246,250188,1
SUM transactions (simulated missing index),0.09963409981693341,250188,1
SUM transactions (simulated missing index),0.09436110389280038,250188,1
SUM transactions (simulated missing index),0.09098881694664039,250188,1
SUM transactions (simulated missing index),0.099320243799207,250188,1
SUM transactions (simulated missing index),0.09028102429971091,250188,1
SUM transactions (simulated missing index),0.08374568640628839,250188,1
SUM transactions (simulated missing index),0.0918382262774947,250188,1
SUM transactions (simulated missing index),0.09502804377791169,250188,1
SUM transactions (simulated missing index),0.0837633768620819,250188,1
SUM transactions (simulated missing index),0.1040599439693832,250188,1
SUM transactions (simulated missing index),0.0859616145971319,250188,1
SUM transactions (simulated missing index),0.10647428697926607,250188,1
SUM transactions (simulated missing index),0.07726684486206023,250188,1
SUM transactions (simulated missing index),0.09182119388548465,250188,1
SUM transactions (simulated missing index),0.08543855937179282,250188,1
SUM transactions (simulated missing index),0.09325055864634328,250188,1
SUM transactions (simulated missing index),0.10010345044944614,250188,1
SUM transactions (simulated missing index),0.10225622903497388,250188,1
SUM transactions (simulated missing index),0.07523167245584901,250188,1
SUM transactions (simulated missing index),0.0960460290959552,250188,1
SUM transactions (simulated missing index),0.08554575974388706,250188,1
SUM transactions (simulated missing index),0.10472315184596824,250188,1
SUM transactions (simulated missing index),0.09993909171734097,250188,1
SUM transactions (simulated missing index),0.10535402772574838,250188,1
SUM transactions (simulated missing index),0.10997941355472089,250188,1
SUM transactions (simulated missing index),0.11177008195293481,250188,1
SUM transactions (simulated missing index),0.12030573187960833,250188,1
SUM transactions (simulated missing index),0.10438121562320438,250188,1
SUM transactions (simulated missing index),0.13955434466945843,250188,1
SUM transactions (simulated missing index),0.1453306269013378,250188,1
SUM transactions (simulated missing index),0.1125471261193089,250188,1
SUM transactions (simulated missing index),0.1276543864193788,250188,1
SUM transactions (simulated missing index),0.11942278219465687,250188,1
SUM transactions (simulated missing index),0.13811895261049215,250188,1
SUM transactions (simulated missing index),0.13220593897100305,250188,1
SUM transactions (simulated missing index),0.1508039022486919,250188,1
SUM transactions (simulated missing index),0.14810420841291239,250188,1
SUM transactions (simulated missing index),0.11429481240847035,250188,1
SUM transactions (simulated missing index),0.13293313845008464,250188,1
SUM transactions (simulated missing index),0.1237488367220709,250188,1
SUM transactions (simulated missing index),0.15130338376782523,250188,1
SUM transactions (simulated missing index),0.1215171946351363,250188,1
SUM transactions (simulated missing index),0.13066494978482937,250188,1
SUM transactions (simulated missing index),0.13717995246501688,250188,1
SUM transactions (simulated missing index),0.11908812421781503,250188,1
SUM transactions (simulated missing index),0.17053314050938884,250188,1
SUM transactions (simulated missing index),0.1661131453625493,250188,1
SUM transactions (simulated missing index),0.12607800203724218,250188,1
SUM transactions (simulated missing index),0.1137393260790495,250188,1
SUM transactions (simulated missing index),0.14316382646716685,250188,1
SUM transactions (simulated missing index),0.14235640074072606,250188,1
SUM transactions (simulated missing index),0.151784072568321,250188,1
SUM transactions (simulated missing index),0.1417788725224416,250188,1
SUM transactions (simulated missing index),0.17503519561277062,250188,1
SUM transactions (simulated missing index),0.172762610120457,250188,1
SUM transactions (simulated missing index),0.12401165492612777,250188,1
SUM transactions (simulated missing index),0.15365155965982114,250188,1
SUM transactions (simulated missing index),0.1435854745486997,250188,1
SUM transactions (simulated missing index),0.12733026136958758,250188,1
SUM transactions (simulated missing index),0.11892718994962685,250188,1
SUM transactions (simulated missing index),0.10023142218517662,250188,1
SUM transactions (simulated missing index),0.11787363605376629,250188,1
SUM transactions (simulated missing index),0.11007461769392399,250188,1
SUM transactions (simulated missing index),0.1076999361064035,250188,1
SUM transactions (simulated missing index),0.10532831514475861,250188,1
SUM transactions (simulated missing index),0.09904452000097504,250188,1
SUM transactions (simulated missing index),0.108127940273067,250188,1
SUM transactions (simulated missing index),0.10391510480671942,250188,1
SUM transactions (simulated missing index),0.09730073727526496,250188,1
SUM transactions (simulated missing index),0.10553404515069932,250188,1
SUM transactions (simulated missing index),0.1150339298961584,250188,1
SUM transactions (simulated missing index),0.10247986359140307,250188,1
SUM transactions (simulated missing index),0.10383627661223233,250188,1
SUM transactions (simulated missing index),0.08732715929974486,250188,1
SUM transactions (simulated missing index),0.10093445104004488,250188,1
SUM transactions (simulated missing index),0.07569220423632646,250188,1
SUM transactions (simulated missing index),0.09832338770942385,250188,1
SUM transactions (simulated missing index),0.10652314183204355,250188,1
SUM transactions (simulated missing index),0.0760036969370909,250188,1
SUM transactions (simulated missing index),0.08770281661144741,250188,1
SUM transactions (simulated missing index),0.10721896147141985,250188,1
SUM transactions (simulated missing index),0.1003022113205423,250188,1
SUM transactions (simulated missing index),0.08209402961107352,250188,1
SUM transactions (simulated missing index),0.09790576266823688,250188,1
SUM transactions (simulated missing index),0.11000171331378619,250188,1
SUM transactions (simulated missing index),0.09947058264482984,250188,1
SUM transactions (simulated missing index),0.08643690503542192,250188,1
SUM transactions (simulated missing index),0.09462520291140417,250188,1
SUM transactions (simulated missing index),0.07889098378159268,250188,1
SUM transactions (simulated missing index),0.07418415667536934,250188,1
SUM transactions (simulated missing index),0.09033710293720176,250188,1
SUM transactions (simulated missing index),0.11941358225177118,250188,1
SUM transactions (simulated missing index),0.11432292607416673,250188,1
SUM transactions (simulated missing index),0.1124412383918287,250188,1
SUM transactions (simulated missing index),0.07691145345633389,250188,1
SUM transactions (simulated missing index),0.08618760754886645,250188,1
SUM transactions (simulated missing index),0.09901902497274917,250188,1
SUM transactions (simulated missing index),0.08924269392168417,250188,1
SUM transactions (simulated missing index),0.0782361715780501,250188,1
SUM transactions (simulated missing index),0.10471501164997492,250188,1
SUM transactions (simulated missing index),0.0897710344064583,250188,1
SUM transactions (simulated missing index),0.0972409707776824,250188,1
SUM transactions (simulated missing index),0.08294514072259224,250188,1
SUM transactions (simulated missing index),0.08095846644126059,250188,1
SUM transactions (simulated missing index),0.08236751056370607,250188,1
SUM transactions (simulated missing index),0.08379820050272127,250188,1
SUM transactions (simulated missing index),0.09122896751108825,250188,1
SUM transactions (simulated missing index),0.11340866505370628,250188,1
SUM transactions (simulated missing index),0.10693212058873941,250188,1
SUM transactions (simulated missing index),0.10257287729013857,250188,1
SUM transactions (simulated missing index),0.09030067025089368,250188,1
SUM transactions (simulated missing index),0.09621611515322645,250188,1
SUM transactions (simulated missing index),0.10912380915895124,250188,1
SUM transactions (simulated missing index),0.08404735089565042,250188,1
SUM transactions (simulated missing index),0.09815426858097877,250188,1
SUM transactions (simulated missing index),0.0902292378264373,250188,1
SUM transactions (simulated missing index),0.09682952666891237,250188,1
SUM transactions (simulated missing index),0.08482846364131803,250188,1
SUM transactions (simulated missing index),0.12647975241755507,250188,1
SUM transactions (simulated missing index),0.11221353756270083,250188,1
SUM transactions (simulated missing index),0.08817236503273686,250188,1
SUM transactions (simulated missing index),0.10695802184424874,250188,1
SUM transactions (simulated missing index),0.11738176873671614,250188,1
SUM transactions (simulated missing index),0.11880357018949528,250188,1
SUM transactions (simulated missing index),0.12471651738614781,250188,1
SUM transactions (simulated missing index),0.09726190533460859,250188,1
SUM transactions (simulated missing index),0.10904962163207246,250188,1
SUM transactions (simulated missing index),0.10283707190000185,250188,1
SUM transactions (simulated missing index),0.09802907785442468,250188,1
SUM transactions (simulated missing index),0.09317689994838464,250188,1
SUM transactions (simulated missing index),0.10231082895815058,250188,1
SUM transactions (simulated missing index),0.10534801089773284,250188,1
SUM transactions (simulated missing index),0.08147608908599865,250188,1
SUM transactions (simulated missing index),0.0974930649985778,250188,1
SUM transactions (simulated missing index),0.09237133563165058,250188,1
SUM transactions (simulated missing index),0.08859269316492258,250188,1
SUM transactions (simulated missing index),0.09841179735073884,250188,1
SUM transactions (simulated missing index),0.1043069255161523,250188,1
SUM transactions (simulated missing index),0.13803263235110336,250188,1
SUM transactions (simulated missing index),0.14875722686266524,250188,1
SUM transactions (simulated missing index),0.11693299536389158,250188,1
SUM transactions (simulated missing index),0.11827754780003222,250188,1
SUM transactions (simulated missing index),0.1062280584627936,250188,1
SUM transactions (simulated missing index),0.09406817099801912,250188,1
SUM transactions (simulated missing index),0.13318541089741928,250188,1
SUM transactions (simulated missing index),0.14544539342383359,250188,1
SUM transactions (simulated missing index),0.138180415987278,250188,1
SUM transactions (simulated missing index),0.12763983325844366,250188,1
SUM transactions (simulated missing index),0.14279024793754022,250188,1
SUM transactions (simulated missing index),0.14759659578906023,250188,1
SUM transactions (simulated missing index),0.2003782774955074,250188,1
SUM transactions (simulated missing index),0.14217526333133326,250188,1
SUM transactions (simulated missing index),0.15902428035496047,250188,1
SUM transactions (simulated missing index),0.13901629878378116,250188,1
SUM transactions (simulated missing index),0.14671149333039657,250188,1
SUM transactions (simulated missing index),0.1720836675132771,250188,1
SUM transactions (simulated missing index),0.14152288288593248,250188,1
SUM transactions (simulated missing index),0.11650467346507126,250188,1
SUM transactions (simulated missing index),0.12285290008721736,250188,1
SUM transactions (simulated missing index),0.10899290978671222,250188,1
SUM transactions (simulated missing index),0.10568278986980537,250188,1
SUM transactions (simulated missing index),0.09364235288525687,250188,1
SUM transactions (simulated missing index),0.11808141540135073,250188,1
SUM transactions (simulated missing index),0.09035075915120545,250188,1
SUM transactions (simulated missing index),0.09616298540981551,250188,1
SUM transactions (simulated missing index),0.10908063740628651,250188,1
SUM transactions (simulated missing index),0.09341638209127756,250188,1
SUM transactions (simulated missing index),0.10035854611814447,250188,1
SUM transactions (simulated missing index),0.09233077117162815,250188,1
SUM transactions (simulated missing index),0.14615009895391698,250188,1
SUM transactions (simulated missing index),0.12825650437511757,250188,1
SUM transactions (simulated missing index),0.10118657343662549,250188,1
SUM transactions (simulated missing index),0.09339262669444728,250188,1
SUM transactions (simulated missing index),0.1119287221764745,250188,1
SUM transactions (simulated missing index),0.11297867411073088,250188,1
SUM transactions (simulated missing index),0.10759329864686709,250188,1
SUM transactions (simulated missing index),0.0977035785128308,250188,1
SUM transactions (simulated missing index),0.1095760171871621,250188,1
SUM transactions (simulated missing index),0.10547083546404,250188,1
SUM transactions (simulated missing index),0.11312626551301318,250188,1
SUM transactions (simulated missing index),0.0873958526995381,250188,1
SUM transactions (simulated missing index),0.08002966054197107,250188,1
SUM transactions (simulated missing index),0.10428435525263037,250188,1
SUM transactions (simulated missing index),0.09918882045792245,250188,1
SUM transactions (simulated missing index),0.0849694908460619,250188,1
SUM transactions (simulated missing index),0.08084108708638951,250188,1
SUM transactions (simulated missing index),0.09371901264827685,250188,1
SUM transactions (simulated missing index),0.09901558042777127,250188,1
SUM transactions (simulated missing index),0.08172595085075772,250188,1
SUM transactions (simulated missing index),0.09947934333120532,250188,1
SUM transactions (simulated missing index),0.08708239440896486,250188,1
SUM transactions (simulated missing index),0.10048516828787063,250188,1
SUM transactions (simulated missing index),0.08387037541883068,250188,1
SUM transactions (simulated missing index),0.08627582344620884,250188,1
SUM transactions (simulated missing index),0.0962067886814905,250188,1
SUM transactions (simulated missing index),0.11082878313749414,250188,1
SUM transactions (simulated missing index),0.10277532861529443,250188,1
SUM transactions (simulated missing index),0.09914985845534967,250188,1
SUM transactions (simulated missing index),0.10545373085724268,250188,1
SUM transactions (simulated missing index),0.08735365976447274,250188,1
SUM transactions (simulated missing index),0.10117419696273611,250188,1
SUM transactions (simulated missing index),0.09785944657891714,250188,1
SUM transactions (simulated missing index),0.09900833648612989,250188,1
SUM transactions (simulated missing index),0.08769646949608355,250188,1
SUM transactions (simulated missing index),0.09559934304264167,250188,1
SUM transactions (simulated missing index),0.09440460561355223,250188,1
SUM transactions (simulated missing index),0.11184244202852457,250188,1
SUM transactions (simulated missing index),0.11220428709391587,250188,1
SUM transactions (simulated missing index),0.09688737878556561,250188,1
SUM transactions (simulated missing index),0.084586359937026,250188,1
SUM transactions (simulated missing index),0.08331710324970527,250188,1
SUM transactions (simulated missing index),0.09953079896037528,250188,1
SUM transactions (simulated missing index),0.10597197068751148,250188,1
SUM transactions (simulated missing index),0.10439061389835061,250188,1
SUM transactions (simulated missing index),0.08282895203415525,250188,1
SUM transactions (simulated missing index),0.08978224753022623,250188,1
