query,query_time,rows_examined
SUM transactions for account_id=2400,0.0017123222351074219,14
SUM transactions for account_id=8768,0.0018701553344726562,13
SUM transactions for account_id=19032,0.0006096363067626953,20
SUM transactions for account_id=12666,0.0021033287048339844,10
SUM transactions for account_id=19689,0.001043081283569336,13
SUM transactions for account_id=11129,0.0010995864868164062,9
SUM transactions for account_id=13556,0.0,19
SUM transactions for account_id=4549,0.0005223751068115234,10
SUM transactions for account_id=1158,0.0019996166229248047,19
SUM transactions for account_id=6905,0.0010013580322265625,9
SUM transactions for account_id=4986,0.0006735324859619141,14
SUM transactions for account_id=3294,0.001012563705444336,11
SUM transactions for account_id=11429,0.0012564659118652344,19
SUM transactions for account_id=4097,0.0010116100311279297,8
SUM transactions for account_id=18628,0.0016870498657226562,17
SUM transactions for account_id=14307,0.0017285346984863281,10
SUM transactions for account_id=4125,0.0018155574798583984,20
SUM transactions for account_id=11080,0.0011065006256103516,20
SUM transactions for account_id=1510,0.001959085464477539,18
SUM transactions for account_id=9349,0.0019872188568115234,9
SUM transactions for account_id=1768,0.0022249221801757812,20
SUM transactions for account_id=15921,0.0015227794647216797,11
SUM transactions for account_id=2811,0.0015304088592529297,20
SUM transactions for account_id=7887,0.0015215873718261719,14
SUM transactions for account_id=3077,0.0005092620849609375,7
SUM transactions for account_id=19255,0.0016982555389404297,19
SUM transactions for account_id=17447,0.002137422561645508,19
SUM transactions for account_id=7383,0.0013201236724853516,9
SUM transactions for account_id=13103,0.0010113716125488281,13
SUM transactions for account_id=3992,0.0010488033294677734,17
SUM transactions for account_id=18517,0.002288818359375,16
SUM transactions for account_id=16676,0.0016608238220214844,5
SUM transactions for account_id=11980,0.0032439231872558594,16
SUM transactions for account_id=17289,0.0033223628997802734,11
SUM transactions for account_id=14459,0.004659414291381836,11
SUM transactions for account_id=4300,0.001016378402709961,10
SUM transactions for account_id=2716,0.0015211105346679688,16
SUM transactions for account_id=10910,0.0013222694396972656,20
SUM transactions for account_id=7118,0.0005092620849609375,14
SUM transactions for account_id=19645,0.0012443065643310547,17
SUM transactions for account_id=7555,0.0013833045959472656,20
SUM transactions for account_id=2692,0.0016832351684570312,15
SUM transactions for account_id=9450,0.0011949539184570312,19
SUM transactions for account_id=9895,0.001581430435180664,8
SUM transactions for account_id=5558,0.002629995346069336,15
SUM transactions for account_id=15386,0.002034425735473633,19
SUM transactions for account_id=1652,0.0009987354278564453,5
SUM transactions for account_id=5981,0.0015282630920410156,7
SUM transactions for account_id=11003,0.0021140575408935547,6
SUM transactions for account_id=4471,0.0014770030975341797,7
SUM transactions for account_id=15172,0.0019626617431640625,9
SUM transactions for account_id=18023,0.0007894039154052734,10
SUM transactions for account_id=11633,0.0010783672332763672,19
SUM transactions for account_id=14134,0.0010089874267578125,16
SUM transactions for account_id=4426,0.0011148452758789062,14
SUM transactions for account_id=18053,0.0007450580596923828,20
SUM transactions for account_id=124,0.001009225845336914,16
SUM transactions for account_id=471,0.0010075569152832031,10
SUM transactions for account_id=15951,0.0015361309051513672,17
SUM transactions for account_id=9294,0.0026803016662597656,9
SUM transactions for account_id=3432,0.0005090236663818359,12
SUM transactions for account_id=17963,0.001012563705444336,11
SUM transactions for account_id=9382,0.001508474349975586,12
SUM transactions for account_id=1620,0.0019104480743408203,11
SUM transactions for account_id=6143,0.0011684894561767578,5
SUM transactions for account_id=15533,0.0014035701751708984,10
SUM transactions for account_id=12007,0.0008461475372314453,10
SUM transactions for account_id=16363,0.0010097026824951172,12
SUM transactions for account_id=19910,0.0006737709045410156,7
SUM transactions for account_id=2472,0.0006260871887207031,13
SUM transactions for account_id=8128,0.0010840892791748047,10
SUM transactions for account_id=9906,0.0012302398681640625,7
SUM transactions for account_id=2885,0.0013036727905273438,9
SUM transactions for account_id=2744,0.0005109310150146484,16
SUM transactions for account_id=17229,0.0010101795196533203,15
SUM transactions for account_id=35,0.0006148815155029297,7
SUM transactions for account_id=4344,0.0008680820465087891,8
SUM transactions for account_id=8748,0.0015497207641601562,18
SUM transactions for account_id=12837,0.0010116100311279297,7
SUM transactions for account_id=18852,0.0009980201721191406,16
SUM transactions for account_id=3326,0.0010035037994384766,17
SUM transactions for account_id=19256,0.0011043548583984375,16
SUM transactions for account_id=3365,0.0016698837280273438,14
SUM transactions for account_id=4360,0.0010142326354980469,19
SUM transactions for account_id=11791,0.001238107681274414,10
SUM transactions for account_id=8830,0.0017914772033691406,8
SUM transactions for account_id=14961,0.0009984970092773438,13
SUM transactions for account_id=17450,0.0,20
SUM transactions for account_id=14441,0.0016121864318847656,12
SUM transactions for account_id=12089,0.0008065700531005859,5
SUM transactions for account_id=8866,0.0008003711700439453,14
SUM transactions for account_id=18688,0.0005087852478027344,5
SUM transactions for account_id=1424,0.0,20
SUM transactions for account_id=3238,0.0010001659393310547,5
SUM transactions for account_id=15114,0.002398967742919922,8
SUM transactions for account_id=18974,0.002012491226196289,10
SUM transactions for account_id=4891,0.0020034313201904297,13
SUM transactions for account_id=8727,0.0024738311767578125,8
SUM transactions for account_id=10550,0.0013589859008789062,16
SUM transactions for account_id=4724,0.0010154247283935547,17
SUM transactions for account_id=5004,0.0022530555725097656,16
SUM transactions for account_id=8662,0.0014505386352539062,6
SUM transactions for account_id=77,0.0015261173248291016,11
SUM transactions for account_id=13248,0.0011363029479980469,16
SUM transactions for account_id=14151,0.0005083084106445312,18
SUM transactions for account_id=16111,0.0014064311981201172,11
SUM transactions for account_id=9484,0.0009555816650390625,9
SUM transactions for account_id=18222,0.002053499221801758,17
SUM transactions for account_id=3920,0.0013403892517089844,5
SUM transactions for account_id=13705,0.0014848709106445312,20
SUM transactions for account_id=5878,0.00098419189453125,15
SUM transactions for account_id=5133,0.0013511180877685547,20
SUM transactions for account_id=12344,0.0,8
SUM transactions for account_id=9884,0.0008909702301025391,19
SUM transactions for account_id=2523,0.0013659000396728516,12
SUM transactions for account_id=10933,0.0012803077697753906,6
SUM transactions for account_id=570,0.0013232231140136719,11
SUM transactions for account_id=17123,0.0011112689971923828,12
SUM transactions for account_id=12883,0.001390695571899414,6
SUM transactions for account_id=2894,0.001016378402709961,13
SUM transactions for account_id=4525,0.001169443130493164,15
SUM transactions for account_id=11110,0.0010824203491210938,13
SUM transactions for account_id=2828,0.0017004013061523438,12
SUM transactions for account_id=6140,0.0005083084106445312,14
SUM transactions for account_id=13561,0.0012753009796142578,15
SUM transactions for account_id=15553,0.00072479248046875,17
SUM transactions for account_id=1341,0.0007755756378173828,20
SUM transactions for account_id=14178,0.0010068416595458984,8
SUM transactions for account_id=13988,0.00302886962890625,6
SUM transactions for account_id=8599,0.0019450187683105469,15
SUM transactions for account_id=11363,0.0010132789611816406,8
SUM transactions for account_id=13447,0.002125978469848633,6
SUM transactions for account_id=16885,0.0012593269348144531,13
SUM transactions for account_id=4249,0.0010128021240234375,18
SUM transactions for account_id=13375,0.0009582042694091797,14
SUM transactions for account_id=3393,0.002001047134399414,16
SUM transactions for account_id=2889,0.0011463165283203125,6
SUM transactions for account_id=16341,0.0010104179382324219,18
SUM transactions for account_id=6000,0.0007352828979492188,16
SUM transactions for account_id=5416,0.0,16
SUM transactions for account_id=3338,0.0005125999450683594,12
SUM transactions for account_id=13078,0.0015332698822021484,19
SUM transactions for account_id=6653,0.0010166168212890625,19
SUM transactions for account_id=9701,0.0007836818695068359,19
SUM transactions for account_id=15551,0.0015232563018798828,15
SUM transactions for account_id=16585,0.0012159347534179688,17
SUM transactions for account_id=10749,0.0006232261657714844,8
SUM transactions for account_id=8518,0.0007810592651367188,10
SUM transactions for account_id=10142,0.0012307167053222656,12
SUM transactions for account_id=8508,0.0006263256072998047,14
SUM transactions for account_id=17687,0.0015234947204589844,7
SUM transactions for account_id=6144,0.0015039443969726562,5
SUM transactions for account_id=11563,0.0014424324035644531,8
SUM transactions for account_id=19709,0.001018524169921875,8
SUM transactions for account_id=15950,0.001508951187133789,9
SUM transactions for account_id=4403,0.00113677978515625,19
SUM transactions for account_id=6794,0.0011970996856689453,6
SUM transactions for account_id=8471,0.0015437602996826172,5
SUM transactions for account_id=2034,0.0010287761688232422,8
SUM transactions for account_id=16253,0.0015010833740234375,15
SUM transactions for account_id=2281,0.0013606548309326172,15
SUM transactions for account_id=617,0.0006690025329589844,13
SUM transactions for account_id=3276,0.0008835792541503906,11
SUM transactions for account_id=3895,0.0006940364837646484,8
SUM transactions for account_id=13362,0.001140594482421875,20
SUM transactions for account_id=14127,0.0010116100311279297,11
SUM transactions for account_id=6356,0.0011401176452636719,12
SUM transactions for account_id=972,0.0010101795196533203,9
SUM transactions for account_id=2995,0.0005125999450683594,14
SUM transactions for account_id=2459,0.001116037368774414,5
SUM transactions for account_id=18120,0.0010132789611816406,11
SUM transactions for account_id=9189,0.0011570453643798828,12
SUM transactions for account_id=13806,0.0005095005035400391,11
SUM transactions for account_id=15525,0.0027065277099609375,7
SUM transactions for account_id=14716,0.001338958740234375,19
SUM transactions for account_id=14938,0.0011968612670898438,13
SUM transactions for account_id=4941,0.0007758140563964844,15
SUM transactions for account_id=12923,0.0,9
SUM transactions for account_id=16694,0.0013706684112548828,7
SUM transactions for account_id=7366,0.0013854503631591797,12
SUM transactions for account_id=10224,0.0006182193756103516,19
SUM transactions for account_id=2703,0.0010077953338623047,12
SUM transactions for account_id=2669,0.0010006427764892578,15
SUM transactions for account_id=8956,0.0012998580932617188,8
SUM transactions for account_id=18905,0.001016855239868164,16
SUM transactions for account_id=13379,0.001218557357788086,9
SUM transactions for account_id=16715,0.0010027885437011719,9
SUM transactions for account_id=19099,0.0006387233734130859,8
SUM transactions for account_id=3906,0.0005395412445068359,14
SUM transactions for account_id=10772,0.0017592906951904297,7
SUM transactions for account_id=11925,0.0011706352233886719,15
SUM transactions for account_id=16571,0.0010082721710205078,10
SUM transactions for account_id=976,0.0011899471282958984,13
SUM transactions for account_id=8354,0.001163482666015625,10
SUM transactions for account_id=7215,0.0005075931549072266,14
SUM transactions for account_id=8136,0.0009377002716064453,17
SUM transactions for account_id=14091,0.0013704299926757812,6
SUM transactions for account_id=9018,0.0009181499481201172,11
SUM transactions for account_id=12457,0.0010082721710205078,16
SUM transactions for account_id=14773,0.0018143653869628906,9
SUM transactions for account_id=18310,0.0010180473327636719,9
SUM transactions for account_id=1452,0.0016818046569824219,10
SUM transactions for account_id=1673,0.001123666763305664,6
SUM transactions for account_id=12596,0.0011725425720214844,6
SUM transactions for account_id=6635,0.0010595321655273438,20
SUM transactions for account_id=2134,0.0009388923645019531,10
SUM transactions for account_id=6458,0.000820159912109375,7
SUM transactions for account_id=11995,0.0017838478088378906,13
SUM transactions for account_id=11667,0.0015354156494140625,17
SUM transactions for account_id=7206,0.0005116462707519531,14
SUM transactions for account_id=17789,0.0008821487426757812,6
SUM transactions for account_id=10330,0.0016331672668457031,13
SUM transactions for account_id=3075,0.0016019344329833984,14
SUM transactions for account_id=14602,0.0005095005035400391,13
SUM transactions for account_id=11594,0.0005509853363037109,5
SUM transactions for account_id=12126,0.0005080699920654297,12
SUM transactions for account_id=13902,0.0008716583251953125,14
SUM transactions for account_id=16737,0.00087738037109375,7
SUM transactions for account_id=6896,0.002129793167114258,5
SUM transactions for account_id=12961,0.0010004043579101562,12
SUM transactions for account_id=7969,0.000507354736328125,12
SUM transactions for account_id=11279,0.0005667209625244141,8
SUM transactions for account_id=15098,0.0015227794647216797,6
SUM transactions for account_id=13164,0.0020799636840820312,17
SUM transactions for account_id=2789,0.0005095005035400391,18
SUM transactions for account_id=1342,0.0014071464538574219,16
SUM transactions for account_id=13921,0.0010077953338623047,7
SUM transactions for account_id=4597,0.0005068778991699219,7
SUM transactions for account_id=2969,0.00128173828125,16
SUM transactions for account_id=17471,0.0009605884552001953,5
SUM transactions for account_id=7359,0.0010128021240234375,16
SUM transactions for account_id=15340,0.0011661052703857422,12
SUM transactions for account_id=15688,0.0010111331939697266,19
SUM transactions for account_id=1248,0.000997304916381836,18
SUM transactions for account_id=4638,0.0015125274658203125,10
SUM transactions for account_id=7939,0.001725912094116211,16
SUM transactions for account_id=18057,0.0009472370147705078,14
SUM transactions for account_id=10650,0.0010313987731933594,19
SUM transactions for account_id=17803,0.0013489723205566406,12
SUM transactions for account_id=8431,0.0010764598846435547,8
SUM transactions for account_id=11867,0.0010128021240234375,20
SUM transactions for account_id=2059,0.0005936622619628906,6
SUM transactions for account_id=16531,0.000530242919921875,11
SUM transactions for account_id=15667,0.0008804798126220703,12
SUM transactions for account_id=8049,0.00041103363037109375,11
SUM transactions for account_id=981,0.001065969467163086,16
SUM transactions for account_id=18704,0.0005080699920654297,18
SUM transactions for account_id=8031,0.000823974609375,11
SUM transactions for account_id=11216,0.0010156631469726562,5
SUM transactions for account_id=16362,0.0016613006591796875,10
SUM transactions for account_id=10288,0.0008454322814941406,8
SUM transactions for account_id=4378,0.0005214214324951172,12
SUM transactions for account_id=16008,0.0010101795196533203,18
SUM transactions for account_id=14856,0.0009813308715820312,14
SUM transactions for account_id=7844,0.0012145042419433594,19
SUM transactions for account_id=19543,0.0,16
SUM transactions for account_id=5240,0.0005309581756591797,15
SUM transactions for account_id=4238,0.001013040542602539,10
SUM transactions for account_id=17780,0.0006365776062011719,7
SUM transactions for account_id=19418,0.0006284713745117188,5
SUM transactions for account_id=769,0.0011379718780517578,20
SUM transactions for account_id=11705,0.0009992122650146484,8
SUM transactions for account_id=7788,0.0010142326354980469,10
SUM transactions for account_id=4033,0.0010061264038085938,10
SUM transactions for account_id=2197,0.0012471675872802734,8
SUM transactions for account_id=16682,0.00080108642578125,11
SUM transactions for account_id=14439,0.0010976791381835938,8
SUM transactions for account_id=4257,0.0011026859283447266,6
SUM transactions for account_id=1957,0.0006289482116699219,19
SUM transactions for account_id=15377,0.0011451244354248047,7
SUM transactions for account_id=16993,0.0005118846893310547,17
SUM transactions for account_id=3580,0.0012505054473876953,14
SUM transactions for account_id=2588,0.0011379718780517578,13
SUM transactions for account_id=11309,0.0015347003936767578,9
SUM transactions for account_id=19169,0.0014796257019042969,8
SUM transactions for account_id=3251,0.0,16
SUM transactions for account_id=10043,0.0007739067077636719,9
SUM transactions for account_id=6322,0.0007872581481933594,12
SUM transactions for account_id=5607,0.0011959075927734375,8
SUM transactions for account_id=18856,0.001508474349975586,19
SUM transactions for account_id=7125,0.0014269351959228516,7
SUM transactions for account_id=15082,0.0009760856628417969,19
SUM transactions for account_id=10124,0.0010135173797607422,5
SUM transactions for account_id=8688,0.0008547306060791016,17
SUM transactions for account_id=9546,0.0005133152008056641,19
SUM transactions for account_id=11216,0.0015332698822021484,5
SUM transactions for account_id=6701,0.0008194446563720703,18
SUM transactions for account_id=3916,0.001071929931640625,14
SUM transactions for account_id=12064,0.0010120868682861328,11
SUM transactions for account_id=12020,0.001009225845336914,16
SUM transactions for account_id=278,0.0014071464538574219,8
SUM transactions for account_id=1340,0.001009225845336914,11
SUM transactions for account_id=735,0.0010039806365966797,16
SUM transactions for account_id=6232,0.0007495880126953125,11
SUM transactions for account_id=18756,0.001016855239868164,12
SUM transactions for account_id=19091,0.0016906261444091797,18
SUM transactions for account_id=4053,0.0010099411010742188,12
SUM transactions for account_id=15359,0.0004744529724121094,12
SUM transactions for account_id=6128,0.0009007453918457031,16
SUM transactions for account_id=16226,0.0005068778991699219,11
SUM transactions for account_id=1160,0.0007281303405761719,11
SUM transactions for account_id=14072,0.0,5
SUM transactions for account_id=7034,0.0012502670288085938,13
SUM transactions for account_id=14131,0.0009362697601318359,15
SUM transactions for account_id=14692,0.0009291172027587891,12
SUM transactions for account_id=18199,0.0005080699920654297,5
SUM transactions for account_id=3073,0.0010082721710205078,19
SUM transactions for account_id=8982,0.0015079975128173828,10
SUM transactions for account_id=18994,0.0013971328735351562,8
SUM transactions for account_id=6868,0.0017192363739013672,20
SUM transactions for account_id=11012,0.0005085468292236328,8
SUM transactions for account_id=2318,0.000591278076171875,16
SUM transactions for account_id=7828,0.0015265941619873047,20
SUM transactions for account_id=2840,0.001010894775390625,15
SUM transactions for account_id=12833,0.0012941360473632812,12
SUM transactions for account_id=1595,0.0013735294342041016,11
SUM transactions for account_id=3890,0.001653432846069336,10
SUM transactions for account_id=2891,0.0010149478912353516,7
SUM transactions for account_id=5926,0.0011749267578125,16
SUM transactions for account_id=13292,0.0009593963623046875,9
SUM transactions for account_id=14986,0.0017552375793457031,9
SUM transactions for account_id=16121,0.0012080669403076172,10
SUM transactions for account_id=4103,0.0010445117950439453,13
SUM transactions for account_id=15939,0.0,16
SUM transactions for account_id=8404,0.0006725788116455078,18
SUM transactions for account_id=8535,0.0017414093017578125,9
SUM transactions for account_id=4629,0.001220703125,7
SUM transactions for account_id=15847,0.0006146430969238281,20
SUM transactions for account_id=11859,0.0005331039428710938,20
SUM transactions for account_id=12874,0.0028824806213378906,14
SUM transactions for account_id=13831,0.0014774799346923828,20
SUM transactions for account_id=12481,0.0010242462158203125,18
SUM transactions for account_id=5087,0.0010113716125488281,7
SUM transactions for account_id=14860,0.0015194416046142578,5
SUM transactions for account_id=6794,0.000904083251953125,6
SUM transactions for account_id=15062,0.0010156631469726562,13
SUM transactions for account_id=16636,0.0005125999450683594,12
SUM transactions for account_id=10342,0.0011379718780517578,11
SUM transactions for account_id=8518,0.0005123615264892578,10
SUM transactions for account_id=18680,0.0007812976837158203,6
SUM transactions for account_id=8694,0.000507354736328125,6
SUM transactions for account_id=17105,0.0011088848114013672,16
SUM transactions for account_id=8367,0.0014417171478271484,14
SUM transactions for account_id=10298,0.001508951187133789,7
SUM transactions for account_id=2815,0.0006546974182128906,8
SUM transactions for account_id=14008,0.0011222362518310547,12
SUM transactions for account_id=14021,0.001325368881225586,7
SUM transactions for account_id=12650,0.0008604526519775391,8
SUM transactions for account_id=16759,0.0013952255249023438,16
SUM transactions for account_id=5960,0.0010097026824951172,17
SUM transactions for account_id=6128,0.0005190372467041016,16
SUM transactions for account_id=4561,0.0006873607635498047,10
SUM transactions for account_id=13264,0.000926971435546875,19
SUM transactions for account_id=11271,0.0005180835723876953,10
SUM transactions for account_id=6356,0.0009329319000244141,12
SUM transactions for account_id=2267,0.0009789466857910156,5
SUM transactions for account_id=7706,0.0016057491302490234,12
SUM transactions for account_id=12061,0.0007796287536621094,12
SUM transactions for account_id=12568,0.0017423629760742188,18
SUM transactions for account_id=9544,0.0,8
SUM transactions for account_id=8073,0.0,15
SUM transactions for account_id=9419,0.0013480186462402344,12
SUM transactions for account_id=15124,0.0010716915130615234,6
SUM transactions for account_id=10385,0.0018112659454345703,9
SUM transactions for account_id=15877,0.0015273094177246094,19
SUM transactions for account_id=5089,0.001982450485229492,14
SUM transactions for account_id=13844,0.0011510848999023438,10
SUM transactions for account_id=7437,0.0013360977172851562,20
SUM transactions for account_id=6104,0.001070261001586914,15
SUM transactions for account_id=12016,0.0,7
SUM transactions for account_id=590,0.0014157295227050781,9
SUM transactions for account_id=84,0.0012447834014892578,14
SUM transactions for account_id=6943,0.0012912750244140625,12
SUM transactions for account_id=1980,0.0006902217864990234,15
SUM transactions for account_id=18660,0.0,19
SUM transactions for account_id=3177,0.0,15
SUM transactions for account_id=8392,0.0008575916290283203,15
SUM transactions for account_id=524,0.0005068778991699219,6
SUM transactions for account_id=16706,0.0009462833404541016,6
SUM transactions for account_id=2401,0.0008451938629150391,10
SUM transactions for account_id=1446,0.0006122589111328125,12
SUM transactions for account_id=9905,0.0009691715240478516,16
SUM transactions for account_id=864,0.000988006591796875,11
SUM transactions for account_id=6037,0.0014643669128417969,19
SUM transactions for account_id=15744,0.0009448528289794922,12
SUM transactions for account_id=7793,0.0010101795196533203,12
SUM transactions for account_id=6893,0.0011930465698242188,6
SUM transactions for account_id=9704,0.0010099411010742188,20
SUM transactions for account_id=2887,0.0,14
SUM transactions for account_id=13895,0.001975536346435547,11
SUM transactions for account_id=3383,0.001978158950805664,20
SUM transactions for account_id=14149,0.0008988380432128906,17
SUM transactions for account_id=743,0.0010814666748046875,7
SUM transactions for account_id=16117,0.0011606216430664062,7
SUM transactions for account_id=2533,0.0,11
SUM transactions for account_id=18926,0.0007338523864746094,16
SUM transactions for account_id=1160,0.0009698867797851562,11
SUM transactions for account_id=16695,0.0009665489196777344,20
SUM transactions for account_id=5886,0.0009913444519042969,14
SUM transactions for account_id=1627,0.0,10
SUM transactions for account_id=5630,0.0007257461547851562,6
SUM transactions for account_id=6194,0.0015423297882080078,15
SUM transactions for account_id=12741,0.0006961822509765625,17
SUM transactions for account_id=17485,0.0013213157653808594,6
SUM transactions for account_id=7420,0.0005137920379638672,13
SUM transactions for account_id=8246,0.0010154247283935547,19
SUM transactions for account_id=1112,0.0012791156768798828,20
SUM transactions for account_id=943,0.0005185604095458984,16
SUM transactions for account_id=15230,0.0016410350799560547,5
SUM transactions for account_id=7760,0.0010094642639160156,13
SUM transactions for account_id=15622,0.0006413459777832031,8
SUM transactions for account_id=7,0.0008268356323242188,12
SUM transactions for account_id=791,0.0010097026824951172,6
SUM transactions for account_id=7593,0.0,5
SUM transactions for account_id=19587,0.0012559890747070312,5
SUM transactions for account_id=17630,0.0011157989501953125,10
SUM transactions for account_id=12854,0.0005915164947509766,11
SUM transactions for account_id=3953,0.0010104179382324219,18
SUM transactions for account_id=8531,0.0007255077362060547,15
SUM transactions for account_id=1769,0.0009019374847412109,18
SUM transactions for account_id=49,0.0005283355712890625,9
SUM transactions for account_id=14415,0.0010077953338623047,17
SUM transactions for account_id=15131,0.0011260509490966797,9
SUM transactions for account_id=11693,0.0009016990661621094,7
SUM transactions for account_id=11405,0.0013387203216552734,7
SUM transactions for account_id=19096,0.0006740093231201172,18
SUM transactions for account_id=7453,0.0,13
SUM transactions for account_id=7766,0.0015048980712890625,5
SUM transactions for account_id=18438,0.0009267330169677734,17
SUM transactions for account_id=4273,0.0015804767608642578,12
SUM transactions for account_id=10897,0.0011019706726074219,17
SUM transactions for account_id=18732,0.0010097026824951172,11
SUM transactions for account_id=3032,0.0,8
SUM transactions for account_id=8894,0.0006694793701171875,17
SUM transactions for account_id=9420,0.0008480548858642578,19
SUM transactions for account_id=1575,0.0,14
SUM transactions for account_id=17022,0.0009996891021728516,13
SUM transactions for account_id=1473,0.0,6
SUM transactions for account_id=8527,0.0,14
SUM transactions for account_id=15848,0.0010006427764892578,12
SUM transactions for account_id=5041,0.0009996891021728516,8
SUM transactions for account_id=6014,0.0,7
SUM transactions for account_id=6911,0.0,14
SUM transactions for account_id=6695,0.0,13
SUM transactions for account_id=15297,0.0,18
SUM transactions for account_id=7758,0.0,12
SUM transactions for account_id=7157,0.0009963512420654297,8
SUM transactions for account_id=15585,0.0009975433349609375,10
SUM transactions for account_id=13734,0.000553131103515625,9
SUM transactions for account_id=9944,0.0006418228149414062,14
SUM transactions for account_id=13429,0.0006759166717529297,6
SUM transactions for account_id=4391,0.0023529529571533203,20
SUM transactions for account_id=13347,0.0015256404876708984,10
SUM transactions for account_id=19236,0.0009856224060058594,19
SUM transactions for account_id=9883,0.0010151863098144531,15
SUM transactions for account_id=10481,0.0006077289581298828,6
SUM transactions for account_id=12695,0.0010480880737304688,8
SUM transactions for account_id=3205,0.0007114410400390625,18
SUM transactions for account_id=11172,0.0005457401275634766,8
SUM transactions for account_id=16402,0.0018601417541503906,18
SUM transactions for account_id=13803,0.0009503364562988281,9
SUM transactions for account_id=2353,0.0010716915130615234,7
SUM transactions for account_id=3361,0.0,8
SUM transactions for account_id=16007,0.0007734298706054688,8
SUM transactions for account_id=1247,0.0,5
SUM transactions for account_id=13371,0.0023415088653564453,17
SUM transactions for account_id=12903,0.0005371570587158203,19
SUM transactions for account_id=14785,0.0008342266082763672,17
SUM transactions for account_id=6560,0.0010344982147216797,19
SUM transactions for account_id=13167,0.0012683868408203125,18
SUM transactions for account_id=6101,0.0010111331939697266,13
SUM transactions for account_id=15023,0.0013828277587890625,19
SUM transactions for account_id=6838,0.0,16
SUM transactions for account_id=601,0.0005066394805908203,7
SUM transactions for account_id=16721,0.0008645057678222656,11
SUM transactions for account_id=13644,0.001009225845336914,15
SUM transactions for account_id=922,0.0010104179382324219,8
SUM transactions for account_id=13893,0.0006885528564453125,11
SUM transactions for account_id=4726,0.0005083084106445312,12
SUM transactions for account_id=4836,0.0015590190887451172,19
SUM transactions for account_id=18963,0.0016150474548339844,13
SUM transactions for account_id=4887,0.0011539459228515625,19
SUM transactions for account_id=14201,0.0010368824005126953,20
SUM transactions for account_id=10345,0.0005056858062744141,10
SUM transactions for account_id=11364,0.0010361671447753906,18
SUM transactions for account_id=10154,0.001584768295288086,7
SUM transactions for account_id=8991,0.0013241767883300781,11
SUM transactions for account_id=3256,0.0,13
SUM transactions for account_id=13989,0.0010502338409423828,13
SUM transactions for account_id=12400,0.0013604164123535156,14
SUM transactions for account_id=14549,0.0005886554718017578,17
SUM transactions for account_id=17404,0.0009760856628417969,19
SUM transactions for account_id=3542,0.0005095005035400391,16
SUM transactions for account_id=4757,0.0008134841918945312,12
SUM transactions for account_id=8326,0.0015156269073486328,5
SUM transactions for account_id=8298,0.0010790824890136719,5
SUM transactions for account_id=8486,0.0008170604705810547,17
SUM transactions for account_id=17588,0.0005123615264892578,15
SUM transactions for account_id=3928,0.0007441043853759766,17
SUM transactions for account_id=16386,0.0010144710540771484,20
SUM transactions for account_id=6838,0.0,16
SUM transactions for account_id=4948,0.0008475780487060547,10
SUM transactions for account_id=17298,0.000978708267211914,16
SUM transactions for account_id=18130,0.0,14
SUM transactions for account_id=6066,0.0,13
SUM transactions for account_id=14013,0.0005128383636474609,17
SUM transactions for account_id=1333,0.0,12
SUM transactions for account_id=12152,0.0010266304016113281,8
SUM transactions for account_id=18288,0.0013637542724609375,14
SUM transactions for account_id=16662,0.0012569427490234375,20
SUM transactions for account_id=17222,0.0012047290802001953,5
SUM transactions for account_id=10339,0.001047372817993164,13
SUM transactions for account_id=3189,0.0009648799896240234,14
SUM transactions for account_id=3202,0.0010118484497070312,19
SUM transactions for account_id=4790,0.0009911060333251953,8
SUM transactions for account_id=8494,0.0,11
SUM transactions for account_id=17948,0.0006725788116455078,9
SUM transactions for account_id=1632,0.0005578994750976562,7
SUM transactions for account_id=11078,0.0010709762573242188,9
SUM transactions for account_id=6295,0.0007011890411376953,15
SUM transactions for account_id=5746,0.0005099773406982422,18
SUM transactions for account_id=744,0.0,11
SUM transactions for account_id=4238,0.0012633800506591797,10
SUM transactions for account_id=10594,0.0011608600616455078,11
SUM transactions for account_id=3904,0.0005435943603515625,15
SUM transactions for account_id=5658,0.0010137557983398438,17
SUM transactions for account_id=18272,0.0010485649108886719,8
SUM transactions for account_id=12747,0.0,19
SUM transactions for account_id=8061,0.0007917881011962891,11
SUM transactions for account_id=8479,0.0012068748474121094,7
SUM transactions for account_id=13365,0.0006947517395019531,15
SUM transactions for account_id=9679,0.0014200210571289062,10
SUM transactions for account_id=11041,0.0010156631469726562,13
SUM transactions for account_id=14621,0.0007262229919433594,15
SUM transactions for account_id=13882,0.0004937648773193359,9
SUM transactions for account_id=1895,0.0005249977111816406,18
SUM transactions for account_id=17932,0.0010151863098144531,17
SUM transactions for account_id=2983,0.00099945068359375,7
SUM transactions for account_id=11451,0.0009050369262695312,11
SUM transactions for account_id=561,0.0005524158477783203,14
SUM transactions for account_id=10966,0.0016369819641113281,5
SUM transactions for account_id=2104,0.0006082057952880859,5
SUM transactions for account_id=6794,0.0,6
SUM transactions for account_id=5265,0.0008111000061035156,11
SUM transactions for account_id=300,0.0007505416870117188,16
SUM transactions for account_id=4338,0.0006978511810302734,10
SUM transactions for account_id=2312,0.00036597251892089844,7
SUM transactions for account_id=18686,0.0010766983032226562,9
SUM transactions for account_id=4106,0.0009152889251708984,9
SUM transactions for account_id=10455,0.0015141963958740234,8
SUM transactions for account_id=15512,0.0014765262603759766,7
