query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage,is_slow
SUM transactions for user_id=5419,0.0391314373662245,31,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0900711278348872,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0898623776473236,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0847688589190307,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=9335,0.0251924750476775,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9335,0.0275279904674457,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9335,0.0235188942443462,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.1294889831252748,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1394463485420902,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.142915780582448,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=9797,0.030095650332905,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9797,0.02392473002295,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9797,0.0239724134656366,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.1077855152954913,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1082775976194228,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1054901656041265,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=1775,0.0213594013831049,15,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1775,0.0272128498981475,15,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1775,0.0266573304252796,15,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0841153071232813,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0944920333287381,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1077451769651286,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0909946245847594,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0997869258739831,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0816082581720106,250188,1,1,1,0,2,42,75.0,190.52734375,1
SUM transactions (simulated missing index),0.0765141932700344,250188,1,1,1,0,2,42,40.0,190.52734375,1
SUM transactions (simulated missing index),0.0811257510579136,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0771336839611923,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1051546753422616,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1424112671404659,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1296710332867511,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=1827,0.0237178453625508,11,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1827,0.0288615486092303,11,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1827,0.0240418341550121,11,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6299,0.0264101972305402,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6299,0.0243526039108625,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6299,0.0245479109127725,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.1046168261571554,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0881427857044684,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1034871280840083,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=6580,0.0250779815527798,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6580,0.0257484851170149,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6580,0.0239164414611593,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3669,0.0257544467368923,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3669,0.0243712086140148,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3669,0.0260813232488507,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0851777626855069,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0946477993270573,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0783285905834618,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=7405,0.0238947464899099,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7405,0.0284249877349101,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7405,0.0281962851089948,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.1088337586845261,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0920750735703624,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1152841988436862,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=223,0.0291459451866449,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=223,0.0218177248092743,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=223,0.0232057973077262,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions (simulated missing index),0.1155094361534191,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1142648876155168,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0994439533101528,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0979393910177398,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0899102948544826,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0739844802591744,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=2462,0.0229878853326182,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2462,0.0228937062725678,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2462,0.0200071595296414,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4422,0.0433136010773461,28,2,1,1,1,3,33,0.0,190.52734375,1
SUM transactions for user_id=4422,0.0359247081669438,28,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4422,0.0426228492508755,28,2,1,1,1,3,33,0.0,190.52734375,1
SUM transactions for user_id=2634,0.020958569789696,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2634,0.0215968022757933,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2634,0.0262225643311037,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1537,0.0211164857424015,42,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1537,0.022096468363035,42,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1537,0.0263065464157962,42,2,1,1,1,3,33,66.7,190.52734375,0
SUM transactions (simulated missing index),0.0924942599884932,250188,1,1,1,0,2,42,33.3,190.52734375,1
SUM transactions (simulated missing index),0.1033464353832623,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1041579973604155,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=4912,0.0222361983538629,12,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4912,0.023930860134696,12,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4912,0.0220027384120118,12,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0776782603619743,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1057661879198746,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0910617136257044,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=5731,0.0339197418281922,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5731,0.0260504900377345,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5731,0.0319017064189659,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2806,0.0249683088389257,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2806,0.0220377887574016,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2806,0.0296524825228369,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5165,0.0223654445893015,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5165,0.024872161853718,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5165,0.0220030619707962,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3780,0.0347985889117824,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3780,0.0350286257225681,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3780,0.0270896589969389,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0796575108270443,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1052150541845399,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.102347726644719,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=7336,0.0401972992717121,20,2,1,1,1,3,33,0.0,190.52734375,1
SUM transactions for user_id=7336,0.031593088357853,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7336,0.0319984007562098,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2300,0.2080833413087442,14,2,1,1,1,3,33,0.0,190.52734375,1
SUM transactions for user_id=2300,0.2293501392442923,14,2,1,1,1,3,33,0.0,190.52734375,1
SUM transactions for user_id=2300,0.1828033122890933,14,2,1,1,1,3,33,0.0,190.52734375,1
SUM transactions for user_id=1257,0.0217812532896034,31,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1257,0.0302339493116023,31,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1257,0.0281676477388083,31,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1952,0.0233501508742571,49,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1952,0.0266506668104128,49,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1952,0.031804974917511,49,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9298,0.0246213152510335,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9298,0.0272053378908552,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9298,0.0281955340587096,18,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8628,0.0261593861900807,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8628,0.0221227498963655,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8628,0.0272701155392018,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2796,0.0279652126072942,11,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2796,0.0328055245067504,11,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2796,0.0250768977525913,11,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9074,0.0261794509619939,8,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9074,0.0242993513560431,8,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9074,0.0291488258404203,8,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0887683170343339,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0995799503600608,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0823280874128609,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=4173,0.0297030479217189,23,2,1,1,1,3,33,100.0,190.52734375,0
SUM transactions for user_id=4173,0.0269488283010258,23,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4173,0.0250120098761542,23,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.094910504060351,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1032198361323758,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0936386142279426,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=3848,0.0234376235251021,26,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3848,0.0281382473268632,26,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3848,0.0292122819007518,26,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9018,0.0224264334403472,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9018,0.0231810957605634,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9018,0.0258216551842936,25,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3368,0.0203267766191774,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3368,0.0253697781500697,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3368,0.0243037924613621,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9763,0.0193831773262541,32,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9763,0.0244246467613635,32,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9763,0.02441774769736,32,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1073,0.0230962291463171,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1073,0.0224944173014211,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1073,0.0226863539095019,14,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.095896410725985,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0868301731681472,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0998466642624074,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=9066,0.024143589278093,41,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9066,0.0232611151132107,41,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9066,0.0245216065162376,41,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3157,0.0236260986584927,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3157,0.0310563357278133,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3157,0.0283968417458167,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.097250735362727,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1118589774675684,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1096368721577437,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0858374465048468,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0890577236479111,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0758681829174217,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.087517824006438,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0935039364278585,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0844650300175603,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=4468,0.0202635000254095,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4468,0.0241798569405877,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4468,0.0245983885725702,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9613,0.028138032294501,24,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9613,0.0229327718615771,24,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9613,0.0241839858967009,24,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7427,0.0327717747933958,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7427,0.0298035130779874,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7427,0.0297411265306082,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9943,0.024544113090048,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9943,0.0247336482558705,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=9943,0.0301470957899434,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6757,0.0204514924178395,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6757,0.0203024080360485,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6757,0.0247932339301761,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5034,0.0222704102933447,41,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5034,0.0206878826006233,41,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5034,0.0290488348031093,41,2,1,1,1,3,33,100.0,190.52734375,0
SUM transactions for user_id=2119,0.0229386360805623,33,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2119,0.0242718728607793,33,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=2119,0.0230850633483431,33,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4225,0.0279278303706463,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4225,0.0289418030097513,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4225,0.02399636364255,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0750994415371999,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0846043171293256,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0769296865184714,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=7605,0.0258495252638635,35,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7605,0.0301430448098749,35,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7605,0.0350908399198338,35,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0955084365300346,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0803431890868457,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0998261656914496,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=1867,0.0197274645973481,32,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1867,0.0253312056903671,32,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=1867,0.0237893265578161,32,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5087,0.024241557802284,19,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5087,0.0269214466490505,19,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5087,0.0233330187918765,19,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7843,0.0212181217584916,5,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7843,0.0258822429567039,5,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7843,0.0216194672723875,5,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8628,0.0219558624787757,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8628,0.0237384911681275,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8628,0.0222701665388547,6,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=923,0.0217243579372791,32,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=923,0.0295507766185276,32,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=923,0.0275269981221927,32,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=457,0.0234207643540279,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=457,0.0211101762067839,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=457,0.024605024843288,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=3018,0.0271967145602733,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3018,0.0290897703760908,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3018,0.0220254817136886,13,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5136,0.0221813720976507,16,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5136,0.0228654228288471,16,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5136,0.0266526148144139,16,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6854,0.0256408555394631,9,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6854,0.0294848982188541,9,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6854,0.0205579363622057,9,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=583,0.0281733579020709,10,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=583,0.0280314698253257,10,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=583,0.0207730698475573,10,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=4172,0.0249996331815078,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4172,0.0250566690012598,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=4172,0.0279583902820121,20,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6243,0.0313673434481162,23,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6243,0.0388488975932961,23,2,1,1,1,3,33,100.0,190.52734375,0
SUM transactions for user_id=6243,0.0294862930687694,23,2,1,1,1,3,33,100.0,190.52734375,0
SUM transactions for user_id=7829,0.0251944550074035,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7829,0.025996112516332,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=7829,0.0211635678356911,17,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=390,0.0296584167828756,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=390,0.024131285947817,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=390,0.0304449155421131,29,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=6518,0.0309635020312754,8,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6518,0.0310442351378995,8,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6518,0.03176198776161,8,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.1290323109390275,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0968560160800245,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1130077176531813,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0976370268238618,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.097315687943085,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0836015451515664,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=5379,0.0225399128008556,5,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5379,0.023423805159769,5,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=5379,0.0276234190338371,5,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0788239543711364,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0804536858148299,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0857834495498141,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=307,0.0257548154466849,39,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=307,0.0293250102586101,39,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=307,0.0314394294922061,39,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0826377887230204,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0998169863869133,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0775764427369686,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=6076,0.0297204436224125,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6076,0.0292879303055426,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=6076,0.0346863285414137,30,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8166,0.0244491541731303,42,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8166,0.0291678394517795,42,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=8166,0.0218736822246335,42,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=440,0.0199027488716535,19,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=440,0.0256273495816855,19,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=440,0.0245590238079019,19,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions (simulated missing index),0.0911437436935567,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0779341848559572,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1005054025647655,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0963516338292674,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.1076172226120849,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions (simulated missing index),0.0800016107736774,250188,1,1,1,0,2,42,0.0,190.52734375,1
SUM transactions for user_id=742,0.0270968863493858,36,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=742,0.0306986439548068,36,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=742,0.0255403907946608,36,2,1,1,1,3,32,0.0,190.52734375,0
SUM transactions for user_id=3575,0.0250284059644556,33,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3575,0.0230065637501003,33,2,1,1,1,3,33,0.0,190.52734375,0
SUM transactions for user_id=3575,0.0289699699057294,33,2,1,1,1,3,33,0.0,190.52734375,0
