query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage
SUM transactions for user_id=9632,0.027126020509777964,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3427,0.03130441326579368,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3427,0.024918958191024448,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3427,0.022239698966000504,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1360,0.022760950515160257,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1360,0.026884773950144367,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1360,0.024357430861807403,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2854,0.02537649948274621,27,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2854,0.029670562965621868,27,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2854,0.028352947990949843,27,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4353,0.021979012937577785,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4353,0.026983255194779572,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4353,0.028278179303386917,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9308,0.02294850143402736,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9308,0.022024056111363068,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9308,0.020336114680864357,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3444,0.020512812069997846,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3444,0.02628672576433218,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3444,0.026071595024050587,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09665522100154593,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08122691574027922,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10578288589790531,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=8956,0.022802713383162216,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8956,0.025445056135147272,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8956,0.022658821395887586,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8455,0.0247726912185041,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8455,0.029933504313731478,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8455,0.022304697597572594,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9257,0.026534091515966085,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9257,0.031119937542746334,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9257,0.03390469234767544,17,2,1,1,1,3,38,100.0,190.52734375
SUM transactions for user_id=1971,0.030925188245718285,36,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1971,0.030757659851688338,36,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1971,0.02486385363369371,36,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3522,0.02189587625649263,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3522,0.026379909496391,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3522,0.020896576016857446,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=555,0.02683494921384984,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=555,0.025878974171194617,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=555,0.029868866509871625,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3406,0.04127594490284424,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3406,0.04135561885659617,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3406,0.0377841268707514,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2424,0.02099167480371714,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2424,0.02720102570276942,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2424,0.026366237575384168,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7585,0.03832675969059135,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7585,0.045671113247332404,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7585,0.03311965822169196,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6542,0.04982324079883144,36,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6542,0.03927870028536951,36,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6542,0.04612837526105447,36,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=575,0.030592519369699128,49,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=575,0.023022876025576473,49,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=575,0.025106832775510072,49,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.08687822134152638,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0749612471841108,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08085454270161081,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08849843875162233,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10316642028740322,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08590063562684377,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09254881313898472,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10302966883922125,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07702930707031067,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=7998,0.021476798754035308,22,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7998,0.02195098364016562,22,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7998,0.02608954956657742,22,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.12998719218293361,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.1150507399666774,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.12162106972352169,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=1938,0.025750209775508993,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1938,0.02749814505918552,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1938,0.03072260345849313,11,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=475,0.02690571312004206,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=475,0.021007938466607763,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=475,0.02918095309911747,25,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=388,0.024471810521044222,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=388,0.02768022132719304,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=388,0.025542504236533665,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.08981781742380637,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08847893390277248,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0954815078175791,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=3920,0.03845224666643197,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3920,0.032720066040272666,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3920,0.02986334609799135,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4049,0.026554581279996537,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4049,0.024624679634835483,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4049,0.02173894852124577,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09989590931970328,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.11364695217380555,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0784485849048054,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=8528,0.0379507182823479,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8528,0.030225362423548695,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8528,0.033621096624450536,17,2,1,1,1,3,38,100.0,190.52734375
SUM transactions for user_id=5866,0.02667285002388532,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5866,0.02391151503133678,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5866,0.02647114802868623,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09231633329601414,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08984112038728738,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10954030321589135,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=9849,0.029349164757006673,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9849,0.0222268842914815,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9849,0.023786189451968757,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8599,0.023836223387648167,47,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8599,0.02040394917435063,47,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8599,0.02054819635683221,47,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=248,0.025184415125277807,38,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=248,0.02252128170488547,38,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=248,0.024762098455016292,38,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5501,0.027651385424336358,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5501,0.02290763256812127,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5501,0.02014278706395007,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3098,0.023868452623948457,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3098,0.02311792362258582,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3098,0.024094866783000636,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8733,0.025504475706220574,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8733,0.03277064723096785,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8733,0.025221821927710143,8,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4354,0.02754660093698697,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4354,0.028313427257241088,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4354,0.025651348200532033,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4186,0.024211662962534995,12,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4186,0.024896088469934338,12,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4186,0.023835985731017983,12,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2514,0.023445665707814554,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2514,0.029408030645283512,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2514,0.023331651133431146,15,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2839,0.022543155375638512,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2839,0.02535128881934076,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2839,0.02515192630571888,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6120,0.020537927975981918,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6120,0.026435657572128783,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6120,0.021371497367064424,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=125,0.025031344603253035,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=125,0.02549192190610595,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=125,0.024796504789597218,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5685,0.024741811604809677,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5685,0.024506074564070834,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5685,0.019405467771699447,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4082,0.029312318735299246,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4082,0.03024141087160896,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4082,0.02671559130222499,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09641000255645883,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.11036788689924298,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07898354023487482,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=6593,0.020425805649516775,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6593,0.02022057426406583,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6593,0.02235039113593324,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1532,0.020023336304310673,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1532,0.02185206592136725,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1532,0.022214613007228923,29,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.11905803105039735,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.11442240135970055,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.12922763980821708,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=2400,0.023091544798765795,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2400,0.019543708672871547,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2400,0.022815321106045134,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2122,0.022124411584990615,46,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2122,0.02659738889048078,46,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2122,0.024783921757698977,46,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1306,0.025777832436067388,16,2,1,1,1,3,38,100.0,190.52734375
SUM transactions for user_id=1306,0.022275239292095045,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1306,0.027610734235487096,16,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5379,0.02647169645767364,5,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5379,0.02003590511934733,5,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5379,0.02174086196176266,5,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=947,0.025125746122211107,54,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=947,0.025953396859745747,54,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=947,0.02773130107199167,54,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8481,0.026636806328247196,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8481,0.024810058532415243,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8481,0.021265071109376837,24,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7213,0.028347885092152993,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7213,0.023850334863632118,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7213,0.019982331340295943,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1597,0.029770866365364856,28,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1597,0.02325948636291779,28,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1597,0.025522308272429777,28,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5533,0.02877399016358473,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5533,0.03163819549551543,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5533,0.03210159855190556,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9718,0.0369883701936522,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9718,0.04790800626140899,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9718,0.04718150001756406,34,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=953,0.029304275153931955,7,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=953,0.027250251291673293,7,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=953,0.024936400526048338,7,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1708,0.02226227963912464,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1708,0.027378680711546276,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=1708,0.02142409215573277,19,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.1159544272205924,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09468998316754297,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.12196145675098874,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07453353858260829,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09236964815357186,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10246656530311807,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=7044,0.021379858441116287,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7044,0.02807113822729873,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7044,0.025807837265466715,23,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8410,0.028613100063923935,48,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8410,0.022885531603499498,48,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8410,0.02484986348329834,48,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.07963878828052537,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09247801413698,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08681949798365883,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0729155408735493,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07644162914862346,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10413933079515267,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=3226,0.02621132991259892,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3226,0.02946825274437917,6,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3226,0.027423982973450535,6,2,1,1,1,3,38,100.0,190.52734375
SUM transactions for user_id=51,0.026957487480959934,42,2,1,1,1,3,38,37.5,190.52734375
SUM transactions for user_id=51,0.02262580167470574,42,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=51,0.025166292443063235,42,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09527117863476552,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08529045208107291,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09037382050829094,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=3810,0.023781291913176256,43,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3810,0.027525863266509062,43,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3810,0.02541984553711046,43,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8582,0.02030866545581312,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8582,0.0202975163403518,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=8582,0.024127945991533787,30,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7499,0.02801243334388765,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7499,0.021414891597808215,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7499,0.028581739874149026,32,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.08108764422635462,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.07339067102268798,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.0911773733795105,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09091178407329921,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.10114926244677594,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.09788040468908159,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=9214,0.025715157052155956,10,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9214,0.02098178124365219,10,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9214,0.021197189714977593,10,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4044,0.028362596210187295,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4044,0.022559665491875557,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=4044,0.028122184509594816,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7609,0.02474745183432675,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7609,0.030431524354078865,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7609,0.024089493100108814,45,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.0733141557026779,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08165787559569707,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08896777227601027,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=9601,0.0258209816313165,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9601,0.032943714045286177,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=9601,0.025689154375414743,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7691,0.03458793471509469,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7691,0.04205353046070067,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7691,0.04478358886816052,13,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2061,0.02728822845546222,7,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2061,0.02079111441640386,7,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=2061,0.02860813238011834,7,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3745,0.026300896523414666,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3745,0.02738385546030573,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3745,0.027184471247456224,39,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5217,0.027171404552180256,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5217,0.028485314884229354,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5217,0.02430156613599617,26,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6580,0.03487248420366845,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6580,0.03755514491221084,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=6580,0.03274030166128281,20,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.0979645713758682,250188,1,1,1,0,2,42,62.5,190.52734375
SUM transactions (simulated missing index),0.08514802273273642,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08833384645048546,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=3554,0.02830349731055641,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3554,0.027893706685477238,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3554,0.025010046655034965,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3151,0.02189777888337377,5,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3151,0.022389876449725066,5,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3151,0.021569439232888968,5,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5638,0.026720604384054634,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5638,0.027118450129700617,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5638,0.03166547390571109,18,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5724,0.025498834949121613,10,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5724,0.029107885338371466,10,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5724,0.026506104978286912,10,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.095139678235835,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08950600016810435,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08821342286940816,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=3306,0.021798461237619495,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3306,0.02113372544083409,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=3306,0.0256595528036394,17,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7848,0.02626888609585642,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7848,0.027984465292634098,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7848,0.021910510227186247,14,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7913,0.032075846673390904,37,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7913,0.02913719015064314,37,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=7913,0.0394241318062009,37,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5419,0.035392636249025715,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5419,0.035323597108752144,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions for user_id=5419,0.039131437366224514,31,2,1,1,1,3,38,0.0,190.52734375
SUM transactions (simulated missing index),0.09007112783488723,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08986237764732365,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions (simulated missing index),0.08476885891903073,250188,1,1,1,0,2,42,0.0,190.52734375
SUM transactions for user_id=9335,0.025192475047677527,18,2,1,1,1,3,38,0.0,190.52734375
