query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length
SUM transactions (simulated missing index),0.0976522557362469,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1311933688914541,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1424672486974853,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.115592563029238,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1619007312987101,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1434060638705649,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1152317551952528,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1304287434149089,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1064641135900255,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1526844304459423,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1384606119987721,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1485373664494733,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1487081743663072,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1306185486069488,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1284971837163204,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1320031867549898,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1290305614007166,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1608750380779211,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1594815418331675,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1034076240860877,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1113436690219065,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1217916169648639,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.110210120907038,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1042614298022431,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1117156895339636,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1122667101837646,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0868886571104287,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1041734386053389,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0910189412599353,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0838677041268178,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0913471014735513,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1006512221232798,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0768782393953854,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0760576198134154,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1107637233208311,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1137160032045201,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0962096101390136,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1012745694105955,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1036607922884124,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1430513244405928,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0915376248763551,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0879092242193315,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0952204988226622,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1154154514984728,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0909592302789081,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0980614879177325,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1246759748670058,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1157908001914019,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0962807127298332,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1289559934431364,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1043215809168478,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1314821515087586,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0885980889015876,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.115346590213072,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1027028321832201,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0962251169922651,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.104273046267344,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0769380442071078,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0921009706825551,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1002879847866424,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1037961928824362,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0920032464613376,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1141531570606499,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.079567654732286,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0788394985684877,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1061683509115296,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0973761907268271,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0770786840989839,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.089188995390151,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.076234894194143,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.100948616619123,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1102420254568167,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0918773650325391,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0898593616151128,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1002274601228899,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1004078989776921,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0907717067431836,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1016822319299496,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0831597707550048,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0874433012502906,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0773735573441034,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0860635808095196,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0965122171301313,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1101114535907755,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1100040081265806,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0893395853369632,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1099828807460714,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0963485239018716,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1047133591043857,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0855701099381861,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0840883210977814,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0956244481200035,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1027011252256162,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1057623769577467,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.079679274943249,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.099615643662126,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0991842926265428,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0735557878114811,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0917133029549934,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0820557202955686,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0884253835148154,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.08086347845864,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0942475256131504,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0856125989213828,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1091694393386899,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1114299088436052,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0761094620945342,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1050011946524866,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.085071975052505,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0796988914158349,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1063164707341193,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.091016484654482,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0936696378122601,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0989319359234675,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1004899415794047,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0979435973405146,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1089844262416424,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1042462535859591,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1192671468770444,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1240963076729268,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1244238611757116,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1065612859106803,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1465956824758501,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1281063449501389,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.160346792082181,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1108847434382916,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1638053869944518,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0968936934062835,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1303062682085975,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1176776965725397,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1161183565674245,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1063677270598633,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1050539330710074,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1286029680192367,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1193963238733796,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1024831457776701,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1279889281021798,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1087059827546653,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1198923486156966,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1049711082511044,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.09249367173831,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1165946206832304,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0890944968114921,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.100530520206023,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0903318633195968,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1078427722164227,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0812689495521856,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1031941743503408,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0891385523242363,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0863063904267437,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0808241739848341,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0871383638300253,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0902586627353001,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0770024531549429,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0815966932608823,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1078704374019,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1070850438713957,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0872365106836152,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0986132471129828,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.088066823117034,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1092922367289554,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1063771062049898,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.092571539021394,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0988105341936874,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0769943883145813,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.095754516673811,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.11200148891475,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1083906457604696,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1047003454455035,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1019488722827087,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1048321997513858,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1093281005403839,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0931811790391861,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.080455254651763,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0938054346956583,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0862450348853318,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1116555247759455,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1070483092896294,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1027666326730656,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0811666094381981,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1060386418261567,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.089900607465851,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0959822366060787,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1020310891523343,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0918572179295267,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0780968256403854,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0802500899334934,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0816726594448456,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0943194151735907,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0893839799920356,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0781132178487215,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0801816793694275,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.075461256369329,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0902607207012725,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1045684235731618,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0994876147750543,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0961162753447555,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1087278320018039,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1107535130326202,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0845046017896414,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0783466396702955,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1036184176896679,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0863879105447652,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0863556625028325,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0934280514225346,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1044096612302066,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0949319436053713,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0928812517172157,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0909856300140883,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0952383887471233,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0924931180259552,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0907317559302458,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0787082213963183,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0890049025205207,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1076173952197301,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0853866540626983,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.088320438791589,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1075808068557412,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1120671599862483,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0936444506744037,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.117375843261007,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0867893881136624,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0907828230536494,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1280816369777879,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1469905866219226,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1193955809675822,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1166568222571428,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.105437233892399,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1189228334797331,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0929660883510206,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0962477568010474,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0963844261770396,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0820553334058412,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0878465069402072,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.116962620653092,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1072941434756264,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0935003653409239,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.081860187729187,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0852619725464431,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0934181324720389,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.092794638975364,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0991331211908085,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1007497268452656,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1040175791884283,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1089865582850444,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1236846590463144,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0864014967671087,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1434564433876614,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1283329929673049,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1292962592088921,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1120794152305345,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1124475956267058,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1373220460652181,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1614944614197362,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1276696174397838,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1449596511425952,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1171932991146076,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0955519645260237,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1315319067492029,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0934189661925726,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0954911880530921,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0836552380990054,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0807562687635685,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0830431266626167,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0850909932599278,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0826184914001491,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0980897217405124,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.086989867560788,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1190816772079462,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0843832097315953,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0940015712336002,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.088589595485174,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.109250820257148,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1044353747825932,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1085910430557441,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0866275120383479,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0892458108164826,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1083906339546283,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0933328206966147,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0971433150676778,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1107062090433359,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0893783664813469,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0765570881731534,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0753603037339089,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0988537338997614,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0820414402413425,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.082268028642514,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0788973914969176,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0809687430818475,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0891312536344442,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1055954996306167,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0873082374020602,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0810528984305769,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0743202051793289,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0941563133585956,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0894252472556471,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0789693971118931,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0885368874939577,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0905663411113271,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0948422055620202,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1048130901230784,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0984302642977919,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0942518362175591,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0994551671862243,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1141057713789831,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1096870495838898,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0930214736664108,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1071178199207178,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1036494557080824,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0996340998169334,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0943611038928003,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0909888169466403,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.099320243799207,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0902810242997109,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0837456864062883,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0918382262774947,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0950280437779116,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0837633768620819,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1040599439693832,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0859616145971319,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.106474286979266,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0772668448620602,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0918211938854846,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0854385593717928,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0932505586463432,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1001034504494461,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1022562290349738,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.075231672455849,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0960460290959552,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.085545759743887,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1047231518459682,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.0999390917173409,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1053540277257483,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1099794135547208,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1117700819529348,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1203057318796083,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1043812156232043,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1395543446694584,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1453306269013378,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1125471261193089,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1276543864193788,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1194227821946568,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1381189526104921,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.132205938971003,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1508039022486919,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1481042084129123,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1142948124084703,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1329331384500846,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1237488367220709,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1513033837678252,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1215171946351363,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1306649497848293,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1371799524650168,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.119088124217815,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1705331405093888,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1661131453625493,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1260780020372421,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1137393260790495,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1431638264671668,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.142356400740726,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.151784072568321,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1417788725224416,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1750351956127706,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.172762610120457,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1240116549261277,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1536515596598211,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1435854745486997,250188,1,1,1,0,2,42
SUM transactions (simulated missing index),0.1273302613695875,250188,1,1,1,0,2,42
